session_id,timestamp,machine_id,operator_id,task_type,operator_skill,operator_experience_yrs,machine_age_yrs,engine_hours,weather,ground_condition,temperature_c,fuel_used_l,load_cycles,avg_payload_kg,idle_time_min,operating_time_min,seatbelt_status,proximity_min_m,people_in_zone,estimated_time_min,actual_time_min,safety_risk_score,safety_alert_triggered,anomaly_flag,anomaly_type
S019672,2026-09-22T08:04:09,EXC004,OP1032,Earth Excavation,Expert,11,5,3789.5,Rainy,Wet,27.2,20.97,170,1433.2,19.99,65.26,Fastened,13.16,0,60.0,65.26,21.2,False,False,
S019673,2026-09-22T08:15:49,EXC002,OP1029,Trenching,Intermediate,5,8,5866.0,Sunny,Loose,39.5,18.62,132,1638.3,43.87,57.22,Fastened,43.15,0,45.0,57.22,11.7,False,False,
S019674,2026-09-22T08:18:52,EXC012,OP1015,Earth Excavation,Intermediate,2,8,6522.6,Windy,Firm,29.3,27.9,290,1650.7,24.15,80.4,Fastened,15.72,0,60.0,80.4,10.0,False,False,
S019675,2026-09-22T08:31:56,EXC007,OP1047,Demolition,Intermediate,4,7,5857.0,Rainy,Loose,27.3,52.17,251,1684.7,38.47,139.08,Fastened,45.37,0,90.0,139.08,26.2,False,False,
S019676,2026-09-22T08:37:56,MG001,OP1050,Grading,Beginner,0,5,4011.4,Cloudy,Firm,34.5,11.26,28,882.0,31.24,43.69,Fastened,45.03,0,35.0,43.69,12.5,False,False,
S019677,2026-09-22T08:41:08,EXC005,OP1026,Earth Excavation,Expert,12,7,6266.6,Rainy,Wet,23.8,25.46,273,1221.6,46.32,79.55,Fastened,24.87,0,60.0,79.55,22.0,False,False,
S019678,2026-09-22T08:42:55,EXC011,OP1025,Trenching,Intermediate,2,6,5075.0,Cloudy,Firm,27.9,13.84,115,1766.7,19.35,51.82,Fastened,28.1,0,45.0,51.82,7.1,False,False,
S019679,2026-09-22T08:44:47,EXC001,OP1002,Trenching,Beginner,0,2,1530.0,Sunny,Loose,30.1,17.91,140,1500.9,37.93,57.19,Fastened,45.65,0,45.0,57.19,8.6,False,False,
S019680,2026-09-22T08:44:54,EXC001,OP1007,Trenching,Expert,14,2,1530.0,Sunny,Loose,35.9,11.18,92,1291.2,13.32,41.74,Fastened,22.47,0,45.0,41.74,8.5,False,False,
S019681,2026-09-22T08:47:40,EXC001,OP1046,Demolition,Intermediate,5,2,1530.0,Cloudy,Wet,28.8,47.97,266,1487.8,48.16,135.59,Fastened,28.71,0,90.0,135.59,8.5,False,False,
S019682,2026-09-22T08:47:59,DZ002,OP1038,Earth Excavation,Intermediate,6,6,5181.2,Windy,Wet,29.8,24.89,239,2017.6,42.2,78.21,Unfastened,39.77,0,60.0,78.21,43.8,False,False,
S019683,2026-09-22T09:02:43,WL003,OP1003,Material Loading,Intermediate,4,5,4055.7,Cloudy,Firm,30.8,9.43,57,3830.3,9.48,31.09,Unfastened,23.85,0,30.0,31.09,41.5,False,False,
S019684,2026-09-22T09:18:14,WL003,OP1031,Material Loading,Beginner,1,5,4055.7,Sunny,Loose,41.1,16.22,73,4412.3,68.89,48.44,Fastened,19.88,0,30.0,48.44,5.3,False,True,excessive_idling
S019685,2026-09-22T09:20:40,WL001,OP1011,Material Loading,Expert,14,7,5493.1,Sunny,Firm,37.8,8.92,60,3466.8,9.48,29.88,Fastened,45.16,0,30.0,29.88,11.6,False,False,
S019686,2026-09-22T09:25:17,MG001,OP1007,Grading,Expert,14,5,4011.4,Sunny,Firm,41.7,7.65,24,628.3,12.05,32.41,Fastened,20.11,0,35.0,32.41,11.2,False,False,
S019687,2026-09-22T09:33:35,EXC005,OP1031,Trenching,Beginner,1,7,6266.6,Cloudy,Firm,32.4,23.77,195,1608.9,38.41,70.7,Fastened,39.38,0,45.0,70.7,12.3,False,False,
S019688,2026-09-22T09:33:56,EXC012,OP1009,Earth Excavation,Expert,9,8,6522.6,Sunny,Wet,41.5,21.64,218,1464.6,18.84,68.01,Fastened,32.38,0,60.0,68.01,9.4,False,False,
S019689,2026-09-22T09:35:39,EXC009,OP1043,Trenching,Beginner,1,3,2243.1,Sunny,Firm,33.0,17.54,128,1323.0,36.13,61.6,Fastened,47.53,0,45.0,61.6,14.5,False,False,
S019690,2026-09-22T09:47:51,EXC010,OP1032,Earth Excavation,Expert,11,5,3604.5,Windy,Firm,34.6,16.48,146,1699.5,13.28,58.49,Fastened,30.72,0,60.0,58.49,5.0,False,False,
S019691,2026-09-22T09:49:14,EXC012,OP1036,Trenching,Beginner,0,8,6522.6,Cloudy,Firm,28.7,16.77,139,1209.7,37.96,60.52,Fastened,14.99,0,45.0,60.52,10.4,False,False,
S019692,2026-09-22T09:57:26,EXC002,OP1048,Demolition,Beginner,2,8,5866.0,Rainy,Loose,24.8,62.93,346,1371.7,83.61,168.05,Fastened,39.07,0,90.0,168.05,19.6,False,False,
S019693,2026-09-22T10:01:06,DZ001,OP1011,Grading,Expert,14,10,6972.1,Sunny,Firm,30.3,9.45,23,2847.0,18.16,37.28,Fastened,32.84,0,35.0,37.28,6.5,False,False,
S019694,2026-09-22T10:04:17,EXC009,OP1036,Trenching,Beginner,0,3,2243.1,Windy,Loose,29.0,33.38,134,1505.1,38.91,60.26,Fastened,18.11,0,45.0,60.26,7.6,False,True,fuel_spike
S019695,2026-09-22T10:19:14,EXC003,OP1050,Trenching,Beginner,0,6,4636.1,Cloudy,Wet,33.7,24.5,187,1763.8,59.12,76.55,Fastened,49.33,0,45.0,76.55,7.9,False,False,
S019696,2026-09-22T10:22:55,DZ001,OP1050,Grading,Beginner,0,10,6972.1,Cloudy,Firm,32.4,13.28,27,2936.2,33.61,49.09,Unfastened,1.05,1,35.0,49.09,100.0,True,True,unsafe_operation
S019697,2026-09-22T10:24:01,EXC007,OP1015,Trenching,Intermediate,2,7,5857.0,Cloudy,Loose,34.4,20.7,155,1582.6,41.93,65.37,Fastened,30.01,0,45.0,65.37,11.8,False,False,
S019698,2026-09-22T10:32:11,WL004,OP1001,Material Loading,Intermediate,4,2,1563.6,Cloudy,Firm,33.6,9.78,68,3698.1,20.91,34.87,Fastened,3.57,1,30.0,34.87,69.8,False,False,
S019699,2026-09-22T10:36:21,EXC009,OP1003,Earth Excavation,Intermediate,4,3,2243.1,Cloudy,Firm,27.7,21.43,241,1298.9,37.28,74.83,Fastened,30.79,0,60.0,74.83,9.8,False,False,
S019700,2026-09-22T10:36:57,WL004,OP1030,Material Loading,Intermediate,5,2,1563.6,Windy,Firm,27.7,9.16,57,4139.6,27.64,34.36,Fastened,45.5,0,30.0,34.36,12.1,False,False,
S019701,2026-09-22T10:46:31,WL001,OP1011,Material Loading,Expert,14,7,5493.1,Windy,Loose,28.4,8.77,61,4419.8,14.45,34.55,Fastened,13.24,0,30.0,34.55,11.2,False,False,
S019702,2026-09-22T10:47:05,EXC010,OP1018,Earth Excavation,Expert,13,5,3604.5,Windy,Wet,32.9,23.89,218,1654.1,25.51,82.13,Fastened,19.99,0,60.0,82.13,14.8,False,False,
S019703,2026-09-22T10:54:06,EXC005,OP1025,Earth Excavation,Intermediate,2,7,6266.6,Foggy,Wet,22.5,36.88,291,1481.9,70.42,106.73,Fastened,47.76,0,60.0,106.73,26.9,False,False,
S019704,2026-09-22T10:59:11,EXC003,OP1004,Demolition,Expert,8,6,4636.1,Foggy,Wet,26.4,40.84,208,1225.2,37.27,109.13,Fastened,19.64,0,90.0,109.13,17.6,False,False,
S019705,2026-09-22T10:59:58,DZ001,OP1032,Grading,Expert,11,10,6972.1,Cloudy,Loose,33.3,8.63,19,2033.5,18.48,35.29,Fastened,9.3,0,35.0,35.29,14.0,False,False,
S019706,2026-09-22T11:11:02,DZ002,OP1030,Grading,Intermediate,5,6,5181.2,Cloudy,Wet,32.1,13.08,37,2936.2,24.16,49.48,Fastened,2.52,1,35.0,49.48,68.4,False,False,
S019707,2026-09-22T11:13:44,WL001,OP1029,Material Loading,Intermediate,5,7,5493.1,Foggy,Wet,26.8,13.79,78,3463.8,27.96,47.3,Fastened,47.25,0,30.0,47.3,19.6,False,False,
S019708,2026-09-22T11:23:55,EXC009,OP1021,Earth Excavation,Intermediate,5,3,2243.1,Rainy,Wet,28.0,30.11,324,1267.8,37.81,103.11,Fastened,39.22,0,60.0,103.11,16.8,False,False,
S019709,2026-09-22T11:39:53,EXC005,OP1014,Demolition,Intermediate,5,7,6266.6,Cloudy,Loose,34.4,45.91,218,1659.1,66.73,121.5,Fastened,9.32,0,90.0,121.5,5.7,False,False,
S019710,2026-09-22T11:41:06,EXC003,OP1045,Demolition,Beginner,2,6,4636.1,Sunny,Firm,40.3,49.1,319,1721.9,53.61,128.11,Fastened,47.63,0,90.0,128.11,10.0,False,False,
S019711,2026-09-22T11:42:09,EXC007,OP1029,Trenching,Intermediate,5,7,5857.0,Windy,Loose,25.2,19.19,140,1266.5,30.92,58.24,Fastened,38.11,0,45.0,58.24,10.4,False,False,
S019712,2026-09-22T11:42:31,EXC001,OP1006,Earth Excavation,Intermediate,4,2,1530.0,Sunny,Firm,32.8,20.84,196,1694.6,40.48,65.0,Fastened,31.89,0,60.0,65.0,7.6,False,False,
S019713,2026-09-22T11:43:10,EXC012,OP1007,Trenching,Expert,14,8,6522.6,Cloudy,Wet,35.2,15.29,139,1262.0,20.06,52.43,Fastened,36.84,0,45.0,52.43,12.3,False,False,
S019714,2026-09-22T11:46:43,EXC007,OP1044,Trenching,Expert,11,7,5857.0,Cloudy,Rocky,26.3,14.73,142,1526.0,16.01,54.68,Fastened,36.59,0,45.0,54.68,10.2,False,False,
S019715,2026-09-22T11:48:28,WL001,OP1006,Material Loading,Intermediate,4,7,5493.1,Windy,Firm,34.5,12.24,70,3947.9,27.7,40.51,Fastened,48.86,0,30.0,40.51,12.2,False,False,
S019716,2026-09-22T11:49:01,EXC012,OP1048,Trenching,Beginner,2,8,6522.6,Sunny,Loose,32.1,20.51,148,1344.9,42.45,68.81,Fastened,44.24,0,45.0,68.81,11.0,False,False,
S019717,2026-09-22T11:59:59,DZ002,OP1001,Grading,Intermediate,4,6,5181.2,Cloudy,Loose,31.4,11.66,27,2684.1,23.83,44.11,Fastened,39.99,0,35.0,44.11,6.0,False,False,
S019718,2026-09-22T12:04:25,DZ001,OP1015,Grading,Intermediate,2,10,6972.1,Cloudy,Rocky,32.8,12.53,32,2685.7,29.95,44.24,Fastened,15.35,0,35.0,44.24,1.6,False,False,
S019719,2026-09-22T12:07:45,EXC009,OP1027,Demolition,Intermediate,4,3,2243.1,Sunny,Firm,33.8,32.26,178,1554.7,40.14,94.19,Fastened,14.52,0,90.0,94.19,10.2,False,False,
S019720,2026-09-22T12:10:03,MG001,OP1026,Grading,Expert,12,5,4011.4,Cloudy,Firm,28.9,8.84,22,897.2,12.35,36.05,Fastened,31.89,0,35.0,36.05,9.1,False,False,
S019721,2026-09-22T12:25:11,EXC005,OP1008,Demolition,Expert,13,7,6266.6,Cloudy,Rocky,32.2,35.55,193,1280.8,37.1,91.23,Fastened,46.36,0,90.0,91.23,6.1,False,False,
S019722,2026-09-22T12:25:47,EXC012,OP1022,Trenching,Beginner,1,8,6522.6,Cloudy,Firm,28.0,18.94,138,1632.5,35.76,54.1,Fastened,14.24,0,45.0,54.1,9.7,False,False,
S019723,2026-09-22T12:31:29,MG001,OP1012,Grading,Intermediate,3,5,4011.4,Windy,Firm,26.7,10.83,31,568.2,22.68,40.6,Fastened,20.74,0,35.0,40.6,7.9,False,False,
S019724,2026-09-22T12:42:17,EXC010,OP1035,Earth Excavation,Expert,10,5,3604.5,Sunny,Firm,37.3,19.91,186,1267.9,28.83,60.73,Fastened,11.48,0,60.0,60.73,7.2,False,False,
S019725,2026-09-22T12:42:52,EXC001,OP1022,Earth Excavation,Beginner,1,2,1530.0,Foggy,Wet,23.0,32.17,289,1624.2,68.64,96.71,Fastened,18.5,0,60.0,96.71,19.3,False,False,
S019726,2026-09-22T12:43:59,EXC003,OP1040,Earth Excavation,Intermediate,2,6,4636.1,Sunny,Firm,41.7,24.78,221,1319.7,18.57,76.71,Fastened,46.83,0,60.0,76.71,8.9,False,False,
S019727,2026-09-22T12:51:26,EXC008,OP1047,Earth Excavation,Intermediate,4,8,5737.3,Cloudy,Rocky,30.8,26.38,285,1388.4,26.16,82.13,Fastened,33.69,0,60.0,82.13,11.6,False,False,
S019728,2026-09-22T12:52:47,EXC009,OP1007,Earth Excavation,Expert,14,3,2243.1,Cloudy,Firm,28.2,16.59,167,1382.8,28.98,59.34,Fastened,30.69,0,60.0,59.34,9.6,False,False,
S019729,2026-09-22T13:31:36,EXC003,OP1020,Earth Excavation,Intermediate,5,6,4636.1,Rainy,Wet,26.2,31.14,340,1351.7,37.1,100.52,Fastened,27.26,0,60.0,100.52,22.4,False,False,
S019730,2026-09-22T13:36:24,EXC003,OP1033,Demolition,Intermediate,3,6,4636.1,Sunny,Wet,33.5,48.5,250,1662.3,61.82,116.16,Fastened,3.73,1,90.0,116.16,66.3,False,False,
S019731,2026-09-22T13:37:55,EXC005,OP1027,Earth Excavation,Intermediate,4,7,6266.6,Windy,Firm,34.1,20.92,185,1688.8,18.63,61.86,Fastened,35.96,0,60.0,61.86,10.6,False,False,
S019732,2026-09-22T13:51:35,WL002,OP1048,Material Loading,Beginner,2,1,783.8,Sunny,Firm,35.5,9.43,63,4135.7,20.17,40.45,Unfastened,13.7,0,30.0,40.45,43.1,False,False,
S019733,2026-09-22T13:51:55,EXC008,OP1048,Earth Excavation,Beginner,2,8,5737.3,Sunny,Firm,34.2,20.24,198,1548.5,45.14,76.59,Fastened,43.05,0,60.0,76.59,10.7,False,False,
S019734,2026-09-22T13:54:58,EXC010,OP1028,Earth Excavation,Expert,11,5,3604.5,Sunny,Firm,35.7,17.39,177,1434.2,21.7,61.47,Fastened,4.46,1,60.0,61.47,67.8,False,False,
S019735,2026-09-22T13:58:07,EXC012,OP1030,Trenching,Intermediate,5,8,6522.6,Sunny,Firm,32.2,16.81,121,1269.4,26.56,54.71,Fastened,12.46,0,45.0,54.71,9.5,False,False,
S019736,2026-09-22T14:00:09,EXC002,OP1037,Demolition,Beginner,1,8,5866.0,Cloudy,Firm,29.8,46.67,243,1547.5,77.61,109.93,Fastened,25.25,0,90.0,109.93,12.1,False,False,
S019737,2026-09-22T14:09:14,EXC001,OP1019,Trenching,Intermediate,5,2,1530.0,Windy,Wet,30.2,17.18,157,1315.8,39.52,62.31,Fastened,38.66,0,45.0,62.31,13.4,False,False,
S019738,2026-09-22T14:09:55,EXC008,OP1025,Trenching,Intermediate,2,8,5737.3,Sunny,Firm,38.7,13.15,106,1260.9,11.72,46.04,Fastened,3.04,1,45.0,46.04,64.1,False,False,
S019739,2026-09-22T14:13:59,EXC004,OP1007,Trenching,Expert,14,5,3789.5,Sunny,Firm,40.0,12.45,115,1531.8,16.48,46.3,Fastened,4.82,1,45.0,46.3,70.8,True,False,
S019740,2026-09-22T14:31:58,EXC007,OP1049,Trenching,Beginner,0,7,5857.0,Rainy,Wet,29.9,23.08,184,1794.1,55.78,76.83,Fastened,37.04,0,45.0,76.83,29.0,False,False,
S019741,2026-09-22T14:39:23,EXC001,OP1032,Earth Excavation,Expert,11,2,1530.0,Cloudy,Rocky,34.0,25.4,200,1435.4,31.79,76.77,Unfastened,1.95,1,60.0,76.77,100.0,True,False,
S019742,2026-09-22T14:43:44,EXC006,OP1023,Earth Excavation,Intermediate,4,2,1571.3,Cloudy,Rocky,35.4,20.99,228,1349.1,36.32,68.33,Fastened,18.99,0,60.0,68.33,9.4,False,False,
S019743,2026-09-22T14:47:45,WL003,OP1049,Material Loading,Beginner,0,5,4055.7,Sunny,Wet,32.7,15.83,107,3716.8,44.88,52.82,Fastened,14.33,0,30.0,52.82,10.2,False,False,
S019744,2026-09-22T15:00:19,WL004,OP1040,Material Loading,Intermediate,2,2,1563.6,Cloudy,Firm,33.1,8.79,60,4488.8,19.33,35.26,Fastened,2.4,1,30.0,35.26,68.1,False,False,
S019745,2026-09-22T15:19:29,WL003,OP1026,Material Loading,Expert,12,5,4055.7,Sunny,Firm,38.7,7.81,44,4492.8,12.08,30.83,Fastened,31.5,0,30.0,30.83,14.3,False,False,
S019746,2026-09-22T15:25:23,EXC001,OP1019,Trenching,Intermediate,5,2,1530.0,Cloudy,Loose,32.0,14.36,104,1644.2,22.31,46.54,Fastened,17.97,0,45.0,46.54,10.4,False,False,
S019747,2026-09-22T15:30:26,EXC002,OP1047,Trenching,Intermediate,4,8,5866.0,Sunny,Loose,35.8,16.49,113,1576.8,18.49,51.97,Fastened,12.01,0,45.0,51.97,12.9,False,False,
S019748,2026-09-22T15:35:40,MG002,OP1030,Grading,Intermediate,5,5,3986.9,Rainy,Wet,27.7,13.7,40,681.0,27.91,56.43,Fastened,18.72,0,35.0,56.43,24.5,False,False,
S019749,2026-09-22T15:50:49,EXC008,OP1037,Demolition,Beginner,1,8,5737.3,Cloudy,Wet,35.5,56.0,296,1347.9,127.7,146.77,Fastened,22.49,0,90.0,146.77,10.4,False,False,
S019750,2026-09-22T15:59:11,WL001,OP1048,Material Loading,Beginner,2,7,5493.1,Sunny,Wet,36.2,12.9,78,4345.1,26.19,42.01,Fastened,34.98,0,30.0,42.01,8.4,False,False,
S019751,2026-09-22T16:21:29,EXC010,OP1007,Demolition,Expert,14,5,3604.5,Cloudy,Rocky,33.3,38.8,232,1609.1,52.23,97.29,Fastened,42.15,0,90.0,97.29,13.4,False,False,
S019752,2026-09-22T16:31:39,DZ001,OP1050,Earth Excavation,Beginner,0,10,6972.1,Sunny,Loose,41.2,37.93,317,2576.3,124.09,104.19,Fastened,39.65,0,60.0,104.19,9.0,False,False,
S019753,2026-09-22T16:34:01,EXC012,OP1032,Earth Excavation,Expert,11,8,6522.6,Sunny,Rocky,40.4,23.97,197,1721.6,23.24,67.83,Fastened,10.03,0,60.0,67.83,9.5,False,False,
S019754,2026-09-22T16:50:41,EXC006,OP1012,Trenching,Intermediate,3,2,1571.3,Sunny,Wet,34.8,15.03,138,1440.2,43.44,57.41,Fastened,43.42,0,45.0,57.41,8.4,False,False,
S019755,2026-09-22T16:56:45,MG002,OP1017,Grading,Beginner,0,5,3986.9,Cloudy,Firm,30.0,11.64,36,673.8,40.74,47.65,Fastened,47.17,0,35.0,47.65,9.6,False,False,
S019756,2026-09-22T17:08:15,EXC002,OP1042,Trenching,Beginner,0,8,5866.0,Sunny,Firm,34.3,19.91,181,1366.8,33.42,59.82,Fastened,1.56,1,45.0,59.82,69.9,False,False,
S019757,2026-09-22T17:12:06,EXC011,OP1029,Demolition,Intermediate,5,6,5075.0,Sunny,Loose,34.5,43.24,225,1428.2,95.62,113.84,Unfastened,18.74,0,90.0,113.84,31.5,False,False,
S019758,2026-09-22T17:17:34,DZ002,OP1027,Grading,Intermediate,4,6,5181.2,Rainy,Loose,26.3,13.73,34,2712.4,22.96,53.2,Fastened,26.41,0,35.0,53.2,17.1,False,False,
S019759,2026-09-22T17:21:36,EXC011,OP1025,Demolition,Intermediate,2,6,5075.0,Sunny,Firm,41.2,37.71,257,1634.1,37.45,116.54,Fastened,24.97,0,90.0,116.54,11.1,False,False,
S019760,2026-09-22T17:23:50,DZ001,OP1002,Grading,Beginner,0,10,6972.1,Rainy,Wet,22.8,16.45,34,2701.7,37.74,60.72,Fastened,13.46,0,35.0,60.72,24.2,False,False,
S019761,2026-09-22T17:40:30,DZ002,OP1028,Grading,Expert,11,6,5181.2,Sunny,Firm,34.9,7.66,19,2606.8,6.3,33.9,Fastened,3.45,1,35.0,33.9,71.0,True,False,
S019762,2026-09-22T17:51:23,EXC012,OP1021,Earth Excavation,Intermediate,5,8,6522.6,Sunny,Rocky,38.8,28.08,271,1384.5,25.08,87.63,Fastened,38.73,0,60.0,87.63,13.0,False,False,
S019763,2026-09-22T17:54:44,WL004,OP1005,Material Loading,Expert,12,2,1563.6,Sunny,Firm,33.0,7.12,47,4346.7,11.57,26.36,Fastened,23.52,0,30.0,26.36,8.1,False,False,
S019764,2026-09-22T17:55:06,MG001,OP1042,Grading,Beginner,0,5,4011.4,Sunny,Wet,33.7,11.75,30,886.6,26.0,52.09,Fastened,17.89,0,35.0,52.09,7.6,False,False,
S019765,2026-09-22T17:57:13,EXC002,OP1008,Earth Excavation,Expert,13,8,5866.0,Windy,Firm,32.3,18.29,196,1224.5,21.98,60.95,Fastened,1.08,1,60.0,60.95,71.3,True,False,
S019766,2026-09-22T17:59:00,EXC002,OP1032,Earth Excavation,Expert,11,8,5866.0,Sunny,Wet,31.4,18.92,216,1209.0,25.55,74.55,Fastened,31.55,0,60.0,74.55,7.3,False,False,
S019767,2026-09-22T18:09:01,EXC010,OP1028,Demolition,Expert,11,5,3604.5,Foggy,Wet,26.4,45.53,233,1516.5,56.11,119.68,Fastened,1.04,1,90.0,119.68,82.2,True,False,
S019768,2026-09-22T18:09:16,WL002,OP1037,Material Loading,Beginner,1,1,783.8,Windy,Wet,28.4,10.63,75,3204.1,33.66,41.97,Fastened,23.6,0,30.0,41.97,11.5,False,False,
S019769,2026-09-22T18:10:45,EXC011,OP1021,Trenching,Intermediate,5,6,5075.0,Windy,Firm,29.4,19.28,162,1558.5,17.82,64.37,Fastened,21.76,0,45.0,64.37,16.4,False,False,
S019770,2026-09-22T18:16:26,EXC012,OP1033,Earth Excavation,Intermediate,3,8,6522.6,Sunny,Firm,34.2,21.16,241,1788.7,28.69,63.63,Fastened,39.81,0,60.0,63.63,15.5,False,False,
S019771,2026-09-22T18:21:59,DZ001,OP1020,Grading,Intermediate,5,10,6972.1,Cloudy,Loose,34.1,10.8,25,2412.7,11.46,42.99,Fastened,2.72,1,35.0,42.99,65.2,False,False,
S019772,2026-09-22T18:34:17,DZ002,OP1040,Grading,Intermediate,2,6,5181.2,Sunny,Firm,31.2,8.56,28,2909.2,18.02,38.67,Fastened,12.85,0,35.0,38.67,8.0,False,False,
S019773,2026-09-22T18:38:36,EXC012,OP1006,Earth Excavation,Intermediate,4,8,6522.6,Sunny,Firm,41.6,25.16,228,1441.2,36.89,73.29,Fastened,14.46,0,60.0,73.29,6.5,False,False,
S019774,2026-09-22T18:48:14,EXC007,OP1041,Trenching,Beginner,0,7,5857.0,Sunny,Wet,30.8,20.71,154,1288.1,45.99,68.94,Unfastened,49.27,0,45.0,68.94,42.6,False,False,
S019775,2026-09-22T18:48:56,DZ002,OP1010,Earth Excavation,Intermediate,6,6,5181.2,Cloudy,Firm,33.6,28.87,249,2648.7,48.8,74.82,Fastened,22.27,0,60.0,74.82,11.2,False,False,
S019776,2026-09-22T18:51:51,EXC006,OP1002,Earth Excavation,Beginner,0,2,1571.3,Sunny,Firm,35.5,24.82,234,1233.8,30.6,77.75,Fastened,4.71,1,60.0,77.75,72.4,True,False,
S019777,2026-09-22T18:53:12,WL002,OP1011,Material Loading,Expert,14,1,783.8,Rainy,Firm,22.3,7.99,56,4063.5,10.61,31.09,Fastened,30.9,0,30.0,31.09,21.1,False,False,
S019778,2026-09-22T18:59:48,EXC002,OP1042,Trenching,Beginner,0,8,5866.0,Sunny,Rocky,36.1,20.17,180,1796.3,36.59,67.12,Fastened,44.04,0,45.0,67.12,12.5,False,False,
S019779,2026-09-22T19:12:23,DZ002,OP1048,Grading,Beginner,2,6,5181.2,Rainy,Rocky,26.7,15.59,41,2316.3,21.31,59.79,Fastened,40.91,0,35.0,59.79,21.8,False,False,
S019780,2026-09-22T19:15:12,EXC007,OP1050,Trenching,Beginner,0,7,5857.0,Cloudy,Loose,27.5,24.2,194,1361.2,49.52,74.71,Fastened,26.24,0,45.0,74.71,8.7,False,False,
S019781,2026-09-22T19:40:07,EXC010,OP1050,Trenching,Beginner,0,5,3604.5,Sunny,Loose,37.9,19.77,137,1418.0,38.84,63.21,Fastened,3.95,1,45.0,63.21,70.1,True,False,
S019782,2026-09-22T19:42:31,EXC009,OP1035,Demolition,Expert,10,3,2243.1,Sunny,Rocky,34.1,35.11,162,1559.9,43.22,95.46,Fastened,34.39,0,90.0,95.46,8.3,False,False,
S019783,2026-09-22T19:44:28,EXC012,OP1016,Earth Excavation,Beginner,0,8,6522.6,Cloudy,Wet,26.7,32.87,330,1361.4,41.78,94.37,Fastened,1.85,1,60.0,94.37,65.9,False,False,
S019784,2026-09-22T19:55:29,WL002,OP1016,Material Loading,Beginner,0,1,783.8,Cloudy,Firm,34.5,8.66,70,3498.4,16.2,37.71,Fastened,41.42,0,30.0,37.71,10.0,False,False,
S019785,2026-09-22T20:01:18,EXC008,OP1005,Trenching,Expert,12,8,5737.3,Windy,Rocky,32.0,15.3,115,1642.5,16.43,47.32,Fastened,18.75,0,45.0,47.32,10.6,False,False,
S019786,2026-09-22T20:06:57,WL004,OP1028,Material Loading,Expert,11,2,1563.6,Cloudy,Rocky,34.7,11.99,64,3944.5,14.76,40.35,Fastened,39.59,0,30.0,40.35,9.3,False,False,
S019787,2026-09-22T20:08:28,MG002,OP1027,Grading,Intermediate,4,5,3986.9,Windy,Firm,29.2,11.18,26,636.1,19.13,44.8,Fastened,47.75,0,35.0,44.8,6.2,False,False,
S019788,2026-09-22T20:17:35,EXC002,OP1002,Earth Excavation,Beginner,0,8,5866.0,Sunny,Wet,30.5,27.2,228,1253.5,40.16,90.52,Fastened,35.37,0,60.0,90.52,13.7,False,False,
S019789,2026-09-22T20:28:27,DZ001,OP1028,Earth Excavation,Expert,11,10,6972.1,Sunny,Loose,32.0,22.55,188,2377.8,35.38,67.02,Fastened,23.28,0,60.0,67.02,10.4,False,False,
S019790,2026-09-22T20:29:04,EXC009,OP1005,Earth Excavation,Expert,12,3,2243.1,Cloudy,Loose,28.7,17.43,222,1586.0,15.2,62.36,Fastened,43.41,0,60.0,62.36,10.8,False,False,
S019791,2026-09-22T20:30:01,EXC010,OP1047,Trenching,Intermediate,4,5,3604.5,Windy,Loose,26.6,16.55,140,1219.9,28.89,59.66,Fastened,27.03,0,45.0,59.66,6.9,False,False,
S019792,2026-09-22T20:31:51,EXC003,OP1022,Earth Excavation,Beginner,1,6,4636.1,Sunny,Firm,34.1,31.79,257,1618.9,60.07,84.8,Fastened,36.7,0,60.0,84.8,8.0,False,False,
S019793,2026-09-22T20:32:46,EXC010,OP1048,Trenching,Beginner,2,5,3604.5,Rainy,Wet,23.6,27.55,230,1452.2,59.67,83.28,Fastened,30.78,0,45.0,83.28,23.2,False,False,
S019794,2026-09-22T20:49:06,EXC012,OP1025,Trenching,Intermediate,2,8,6522.6,Sunny,Firm,40.2,18.4,163,1611.3,19.79,55.99,Fastened,32.53,0,45.0,55.99,16.5,False,False,
S019795,2026-09-22T20:52:34,EXC008,OP1031,Earth Excavation,Beginner,1,8,5737.3,Foggy,Loose,23.3,37.37,285,1669.0,63.25,106.86,Fastened,4.07,1,60.0,106.86,81.2,True,False,
S019796,2026-09-22T21:00:40,EXC008,OP1043,Demolition,Beginner,1,8,5737.3,Windy,Wet,26.2,70.74,329,1274.2,148.98,157.34,Fastened,33.65,0,90.0,157.34,6.2,False,False,
S019797,2026-09-22T21:10:30,EXC005,OP1007,Earth Excavation,Expert,14,7,6266.6,Sunny,Firm,41.1,20.14,184,1214.6,23.71,63.27,Fastened,18.64,0,60.0,63.27,7.8,False,False,
S019798,2026-09-22T21:11:36,WL002,OP1028,Material Loading,Expert,11,1,783.8,Windy,Loose,34.2,9.59,65,3990.8,13.56,35.69,Fastened,43.2,0,30.0,35.69,7.6,False,False,
S019799,2026-09-22T21:12:51,EXC011,OP1015,Earth Excavation,Intermediate,2,6,5075.0,Sunny,Loose,41.2,26.27,251,1218.5,37.73,82.43,Fastened,22.99,0,60.0,82.43,9.9,False,False,
S019800,2026-09-22T21:13:48,DZ002,OP1045,Grading,Beginner,2,6,5181.2,Sunny,Firm,30.2,12.3,26,2683.5,36.4,45.62,Unfastened,47.49,0,35.0,45.62,39.0,False,False,
